Title,US_Gross,Worldwide_Gross,Production_Budget,Release_Date,MPAA_Rating,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes
Snake Eyes,55591409,103891409,73000000,"August 7, 1998",R,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,41,5.8,29321
Snakes on a Plane,34020814,62020814,33000000,"August 18, 2006",R,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,68,6,65841
Lemony Snicket's A Series of Unfortunate Events,118627117,201627117,100000000,"December 17, 2004",PG,Based on Book/Short Story,Comedy,Kids Fiction,Brad Silberling,71,6.9,51614
A Sound of Thunder,1900451,6300451,80000000,"September 2, 2005",PG-13,Based on Book/Short Story,Action,Science Fiction,Peter Hyams,6,4.1,9915
The Shipping News,11405825,24405825,35000000,"December 25, 2001",R,Based on Book/Short Story,Drama,Contemporary Fiction,Lasse Hallstrom,55,6.7,17338
Shanghai Knights,60470220,60470220,50000000,"February 7, 2003",PG-13,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66,6.2,24893
Snow Dogs,81150692,115010692,32000000,"January 18, 2002",PG,Based on Book/Short Story,Comedy,Kids Fiction,Brian Levant,23,4.9,7561
Sunshine,3688560,32030610,40000000,"July 20, 2007",R,Original Screenplay,Thriller/Suspense,Science Fiction,Danny Boyle,74,7.3,74535
Solaris,14970038,14970038,47000000,"November 27, 2002",PG-13,Remake,Drama,Science Fiction,Steven Soderbergh,65,6.2,33151
Space Jam,90463534,250200000,80000000,"November 15, 1996",PG,Original Screenplay,Comedy,Kids Fiction,Joe Pytka,36,5.6,29293
Spanglish,42044321,54344321,75000000,"December 17, 2004",PG-13,Original Screenplay,Comedy,Contemporary Fiction,James L. Brooks,52,6.7,30660
Superbad,121463226,169863226,17500000,"August 17, 2007",R,Original Screenplay,Comedy,Contemporary Fiction,Greg Mottola,87,7.8,134212
Space Cowboys,90454043,128874043,65000000,"August 4, 2000",PG-13,Original Screenplay,Adventure,Science Fiction,Clint Eastwood,79,6.3,29983
The Spiderwick Chronicles,71195053,162839667,92500000,"February 14, 2008",PG,Based on Book/Short Story,Adventure,Fantasy,Mark Waters,79,6.8,18715
Sphere,37068294,50168294,73000000,"February 13, 1998",PG-13,Based on Book/Short Story,Horror,Science Fiction,Barry Levinson,12,5.6,31461
Spider-Man 2,373524485,783705001,200000000,"June 30, 2004",PG-13,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,93,7.7,141940
Spider-Man 3,336530303,890871626,258000000,"May 4, 2007",PG-13,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,63,6.4,141513
Spider-Man,403706375,821708551,139000000,"May 3, 2002",PG-13,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,89,7.4,167524
Scott Pilgrim vs. The World,31167395,43149143,85000000,"August 13, 2010",PG-13,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Edgar Wright,81,8.1,17461
Superman Returns,200120000,391120000,232000000,"June 28, 2006",PG-13,Based on Comic/Graphic Novel,Adventure,Super Hero,Bryan Singer,76,6.6,102751
Supernova,14218868,14218868,60000000,"January 14, 2000",PG-13,Original Screenplay,Action,Science Fiction,Francis Ford Coppola,10,6.8,127
Spy Game,62362560,143049560,90000000,"November 21, 2001",R,Original Screenplay,Action,Contemporary Fiction,Tony Scott,65,6.9,44850
Spy Kids,112692062,197692062,35000000,"March 30, 2001",PG,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,93,5.7,23479
Starship Troopers,54768952,121100000,100000000,"November 7, 1997",R,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,60,7.1,83516
Small Time Crooks,17266359,29934477,18000000,"May 19, 2000",PG,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,66,6.5,15636
The Stepford Wives,59475623,96221971,100000000,"June 11, 2004",PG-13,Remake,Comedy,Contemporary Fiction,Frank Oz,26,5.1,26712
Stepmom,91137662,119709917,50000000,"December 25, 1998",PG-13,Original Screenplay,Drama,Contemporary Fiction,Chris Columbus,43,6.2,18505
Stranger Than Fiction,40435190,45235190,30000000,"November 10, 2006",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Marc Forster,72,7.8,74218
Stigmata,50041732,89441732,32000000,"September 10, 1999",R,Original Screenplay,Horror,Contemporary Fiction,Rupert Wainwright,22,6,29411
Stuart Little,140015224,298800000,105000000,"December 17, 1999",PG,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,65,5.8,23226
Stuart Little 2,64956806,166000000,120000000,"July 19, 2002",PG,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,83,5.6,7534
Stealth,32116746,76416746,138000000,"July 29, 2005",PG-13,Original Screenplay,Action,Science Fiction,Rob Cohen,13,4.8,21664
The Perfect Storm,182618434,328711434,120000000,"June 30, 2000",PG-13,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47,6.2,55716
Step Up,65328121,115328121,12000000,"August 11, 2006",PG-13,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19,6.1,21691
Stuck On You,33832741,63537164,55000000,"December 12, 2003",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60,5.9,23196
The Sum of All Fears,118471320,193500000,68000000,"May 31, 2002",PG-13,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59,6.3,38586
Sunshine State,3064356,3064356,5600000,"June 21, 2002",PG-13,Original Screenplay,Drama,Contemporary Fiction,John Sayles,80,6.8,2769
Surrogates,38577772,119668350,80000000,"September 25, 2009",PG-13,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39,6.3,36940
Saving Private Ryan,216335085,481635085,65000000,"July 24, 1998",R,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91,8.5,270540
Sideways,71502303,109705641,17000000,"October 22, 2004",R,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,97,7.8,69778
Secret Window,47958031,92958031,40000000,"March 12, 2004",PG-13,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,46,6.5,53868
Suspect Zero,8712564,8712564,27000000,"August 27, 2004",R,Original Screenplay,Thriller/Suspense,Contemporary Fiction,E. Elias Merhige,18,5.8,9804
Tadpole,2891288,3200241,150000,"July 19, 2002",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Gary Winick,78,6.1,3800
Talladega Nights: The Ballad of Ricky Bobby,148213377,163013377,73000000,"August 4, 2006",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Adam McKay,72,6.4,50407
The Talented Mr. Ripley,81292135,81292135,40000000,"December 25, 1999",R,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,82,7.2,63319
The Core,31111260,74132631,85000000,"March 28, 2003",PG-13,Original Screenplay,Action,Science Fiction,Jon Amiel,42,5.3,27375
The Thomas Crown Affair,69304264,124304264,48000000,"August 6, 1999",R,Remake,Drama,Contemporary Fiction,John McTiernan,67,6.7,37692
The Tale of Despereaux,50877145,88717945,60000000,"December 19, 2008",G,Based on Book/Short Story,Adventure,Kids Fiction,Sam Fell,55,6.1,7460
Tears of the Sun,43632458,85632458,75000000,"March 7, 2003",R,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,34,6.4,34304
The Greatest Game Ever Played,15331289,15425073,25000000,"September 30, 2005",PG,Based on Book/Short Story,Drama,Dramatization,Bill Paxton,62,7.3,7876
The Ghost Writer,15541549,63241549,45000000,"February 19, 2010",PG-13,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Roman Polanski,84,7.6,22875
The Beach,39778599,39778599,50000000,"February 11, 2000",R,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,19,4.5,229
The Box,15051977,26341896,25000000,"November 6, 2009",PG-13,Based on Book/Short Story,Thriller/Suspense,Fantasy,Richard Kelly,45,6.8,418
The Fog,29511112,37048526,18000000,"October 14, 2005",PG-13,Remake,Horror,Contemporary Fiction,Rupert Wainwright,5,3.3,15760
The Thin Red Line,36400491,36400491,52000000,"December 23, 1998",R,Based on Book/Short Story,Drama,Dramatization,Terrence Malick,78,7.5,60966
The Kid,69688384,69688384,65000000,"July 7, 2000",PG,Original Screenplay,Comedy,Contemporary Fiction,Jon Turteltaub,49,5.9,14927
The Man,8330720,10393696,20000000,"September 9, 2005",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Les Mayfield,11,5.4,9356
House on Haunted Hill,40846082,40846082,19000000,"October 29, 1999",R,Original Screenplay,Horror,Contemporary Fiction,William Malone,25,5.2,22795
The One,43905746,43905746,49000000,"November 2, 2001",PG-13,Original Screenplay,Action,Science Fiction,James Wong,13,5.6,24416
The 13th Warrior,32698899,61698899,125000000,"August 27, 1999",R,Based on Book/Short Story,Action,Fantasy,John McTiernan,33,6.3,36151
Timeline,19480739,26703184,80000000,"November 26, 2003",PG-13,Based on Book/Short Story,Adventure,Science Fiction,Richard Donner,11,5.3,19318
Titan A.E.,22751979,36751979,75000000,"June 16, 2000",PG,Original Screenplay,Adventure,Science Fiction,Don Bluth,51,6.4,22286
Titanic,600788188,1842879955,200000000,"December 19, 1997",PG-13,Original Screenplay,Thriller/Suspense,Historical Fiction,James Cameron,82,7.4,240732
The League of Extraordinary Gentlemen,66465204,179265204,78000000,"July 11, 2003",PG-13,Based on Comic/Graphic Novel,Adventure,Super Hero,Stephen Norrington,17,5.5,50710
The Mist,25593755,54777490,13000000,"November 21, 2007",R,Based on Book/Short Story,Horror,Science Fiction,Frank Darabont,73,7.4,76830
Tomorrow Never Dies,125304276,339504276,110000000,"December 19, 1997",PG-13,Based on Book/Short Story,Action,Contemporary Fiction,Roger Spottiswoode,55,6.4,46650
The Day After Tomorrow,186740799,544272402,125000000,"May 28, 2004",PG-13,Original Screenplay,Adventure,Science Fiction,Roland Emmerich,46,6.3,92241
The Town,30980607,33180607,37000000,"September 17, 2010",R,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,84,8.7,493
Toy Story 2,245852179,484966906,90000000,"November 19, 1999",G,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8,119357
Training Day,76261036,104505362,45000000,"October 5, 2001",R,Original Screenplay,Drama,Contemporary Fiction,Antoine Fuqua,72,7.6,82057
The Ring,129094024,249094024,48000000,"October 18, 2002",PG-13,Remake,Horror,Contemporary Fiction,Gore Verbinski,71,5.5,589
The Transporter,25296447,43928932,21000000,"October 11, 2002",PG-13,Original Screenplay,Action,Contemporary Fiction,Corey Yuen,53,6.6,51005
Tropic Thunder,110461307,188163455,90000000,"August 13, 2008",R,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,83,7.2,104839
Troy,133298577,497398577,150000000,"May 14, 2004",R,Based on Book/Short Story,Action,Historical Fiction,Wolfgang Petersen,54,7,129575
xXx,141930000,267200000,70000000,"August 9, 2002",PG-13,Original Screenplay,Action,Contemporary Fiction,Rob Cohen,48,5.5,52636
The Truman Show,125618201,248400000,60000000,"June 5, 1998",PG,Original Screenplay,Drama,Contemporary Fiction,Peter Weir,95,8,156346
Tarzan,171091819,448191819,145000000,"June 16, 1999",G,Based on Book/Short Story,Adventure,Historical Fiction,Kevin Lima,88,6.9,26871
Tuck Everlasting,19161999,19344615,15000000,"October 11, 2002",PG,Based on Book/Short Story,Drama,Kids Fiction,Jay Russell,61,6.5,6639
Twisted,25195050,40119848,50000000,"February 27, 2004",R,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Philip Kaufman,2,4.8,83
Twilight,192769854,396439854,37000000,"November 21, 2008",PG-13,Based on Book/Short Story,Drama,Fantasy,Catherine Hardwicke,50,6.1,4840
U-571,77086030,127630030,62000000,"April 21, 2000",PG-13,Original Screenplay,Action,Historical Fiction,Jonathan Mostow,68,6.4,32528
Undercover Brother,38230435,38230435,25000000,"May 31, 2002",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,76,5.7,14237
Unbreakable,94999143,248099143,73243106,"November 22, 2000",PG-13,Original Screenplay,Thriller/Suspense,Super Hero,M. Night Shyamalan,68,7.3,97324
The Unborn,42670410,77208315,16000000,"January 9, 2009",PG-13,Original Screenplay,Horror,Fantasy,David Goyer,11,4.5,15331
Underworld,51970690,95708457,22000000,"September 19, 2003",R,Original Screenplay,Action,Contemporary Fiction,Len Wiseman,30,6.7,65690
Undisputed,12398628,12398628,20000000,"August 23, 2002",R,Original Screenplay,Drama,Contemporary Fiction,Walter Hill,49,5.8,6837
Underworld: Evolution,62318875,111318875,45000000,"January 20, 2006",R,Original Screenplay,Action,Fantasy,Len Wiseman,15,6.6,48551
An Unfinished Life,8535575,18535575,30000000,"September 9, 2005",PG-13,Original Screenplay,Drama,Contemporary Fiction,Lasse Hallstrom,53,7.1,11770
Unfaithful,52752475,119114494,50000000,"May 8, 2002",R,Remake,Drama,Contemporary Fiction,Adrian Lyne,48,6.6,23998
Up,293004164,731304609,175000000,"May 29, 2009",PG,Original Screenplay,Adventure,Kids Fiction,Pete Docter,98,8.4,110491
Cirque du Freak: The Vampire's Assistant,14046595,34372469,40000000,"October 23, 2009",PG-13,Based on Book/Short Story,Action,Fantasy,Paul Weitz,37,6.1,9539
The Legend of Bagger Vance,30695227,39235486,60000000,"November 3, 2000",PG-13,Based on Book/Short Story,Drama,Historical Fiction,Robert Redford,43,6.4,21995
Vanity Fair,16123851,19123851,23000000,"September 1, 2004",PG-13,Based on Book/Short Story,Drama,Historical Fiction,Mira Nair,50,6.2,9343
V for Vendetta,70511035,132511035,50000000,"March 17, 2006",R,Based on Comic/Graphic Novel,Action,Science Fiction,James McTeigue,73,8.2,224636
Van Helsing,120150546,300150546,170000000,"May 7, 2004",PG-13,Original Screenplay,Action,Historical Fiction,Stephen Sommers,22,5.5,68846
The Village,114197520,260197520,71682975,"July 30, 2004",PG-13,Original Screenplay,Thriller/Suspense,Contemporary Fiction,M. Night Shyamalan,42,6.6,88928
Vertical Limit,68473360,213500000,75000000,"December 8, 2000",PG-13,Original Screenplay,Action,Contemporary Fiction,Martin Campbell,47,5.6,24294
Vampires,20268825,20268825,20000000,"October 30, 1998",R,Based on Book/Short Story,Horror,Fantasy,John Carpenter,33,6.8,54
Vanilla Sky,100614858,202726605,70000000,"December 14, 2001",R,Remake,Thriller/Suspense,Contemporary Fiction,Cameron Crowe,39,6.9,87820
Volcano,47546796,120100000,90000000,"April 25, 1997",PG-13,Original Screenplay,Action,Contemporary Fiction,Mick Jackson,42,5.2,21313
Volver,12899867,85599867,9400000,"November 3, 2006",R,Original Screenplay,Comedy,Contemporary Fiction,Pedro Almodovar,92,4.4,288
Varsity Blues,52894169,54294169,16000000,"January 15, 1999",R,Original Screenplay,Drama,Contemporary Fiction,Brian Robbins,39,6,18066
Wag the Dog,43057470,64252038,15000000,"December 25, 1997",R,Based on Book/Short Story,Drama,Contemporary Fiction,Barry Levinson,84,7,36092
WALL-E,223808164,532743103,180000000,"June 27, 2008",G,Original Screenplay,Comedy,Kids Fiction,Andrew Stanton,96,8.5,182257
Watchmen,107509799,184068357,138000000,"March 6, 2009",R,Based on Comic/Graphic Novel,Action,Super Hero,Zack Snyder,64,7.8,132250
Wonder Boys,19389454,33422485,35000000,"February 23, 2000",R,Based on Book/Short Story,Comedy,Contemporary Fiction,Curtis Hanson,81,7.5,31572
White Chicks,69148997,111448997,20000000,"June 23, 2004",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,15,5,25970
Taking Woodstock,7460204,10061080,29000000,"August 26, 2009",R,Based on Book/Short Story,Drama,Dramatization,Ang Lee,48,6.8,8778
We Own the Night,28563179,54700285,28000000,"October 12, 2007",R,Original Screenplay,Drama,Contemporary Fiction,James Gray,56,7,38163
What a Girl Wants,35990505,35990505,25000000,"April 4, 2003",PG,Remake,Comedy,Contemporary Fiction,Dennie Gordon,34,5.7,12561
Whip It,13043363,13043363,15000000,"October 2, 2009",PG-13,Based on Book/Short Story,Comedy,Contemporary Fiction,Drew Barrymore,84,7.1,14068
Welcome Home Roscoe Jenkins,42436517,43607627,27500000,"February 8, 2008",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,23,4.5,5700
When a Stranger Calls,47860214,66966987,15000000,"February 3, 2006",PG-13,Remake,Horror,Contemporary Fiction,Simon West,9,4.7,16505
The White Countess,1669971,2814566,16000000,"December 21, 2005",PG-13,Original Screenplay,Drama,Historical Fiction,James Ivory,51,6.5,2855
Wicker Park,12831121,13400080,30000000,"September 3, 2004",PG-13,Remake,Thriller/Suspense,Contemporary Fiction,Paul McGuigan,24,6.9,18987
Where the Wild Things Are,77233467,99123656,100000000,"October 16, 2009",PG,Based on Book/Short Story,Adventure,Fantasy,Spike Jonze,73,7.2,30669
Windtalkers,40914068,77628265,115000000,"June 14, 2002",R,Original Screenplay,Action,Historical Fiction,John Woo,32,5.8,26421
Because of Winn-Dixie,32647042,33589427,15000000,"February 18, 2005",PG,Based on Book/Short Story,Comedy,Contemporary Fiction,Wayne Wang,53,6.1,3720
What Lies Beneath,155464351,288693989,90000000,"July 21, 2000",PG-13,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Robert Zemeckis,45,6.5,45633
A Walk to Remember,41227069,46060915,11000000,"January 25, 2002",PG,Based on Book/Short Story,Drama,Contemporary Fiction,Adam Shankman,28,7.1,38045
Wanted,134508551,340934768,75000000,"June 27, 2008",R,Based on Comic/Graphic Novel,Action,Science Fiction,Timur Bekmambetov,71,6.4,1089
What Planet Are You From?,6291602,6291602,50000000,"March 3, 2000",R,Original Screenplay,Comedy,Contemporary Fiction,Mike Nichols,42,5.4,5304
The Wrestler,26236603,43236603,6000000,"December 17, 2008",R,Original Screenplay,Drama,Contemporary Fiction,Darren Aronofsky,98,8.2,93301
Walking Tall,46213824,47313824,56000000,"April 2, 2004",PG-13,Remake,Action,Contemporary Fiction,Kevin Bray,25,6,20517
The Weather Man,12482775,15466961,20000000,"October 28, 2005",R,Original Screenplay,Drama,Contemporary Fiction,Gore Verbinski,58,6.9,35394
Whiteout,10275638,12254746,35000000,"September 11, 2009",R,Based on Comic/Graphic Novel,Thriller/Suspense,Contemporary Fiction,Dominic Sena,7,5.3,10044
The Waterboy,161491646,190191646,23000000,"November 6, 1998",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Frank Coraci,32,5.7,43251
X-Men,157299717,334627820,75000000,"July 14, 2000",PG-13,Based on Comic/Graphic Novel,Action,Super Hero,Bryan Singer,82,7.4,120706
X-Men: The Last Stand,234362462,459359555,150000000,"May 26, 2006",PG-13,Based on Comic/Graphic Novel,Action,Super Hero,Brett Ratner,57,6.9,109125
Year One,43337279,57604723,60000000,"June 19, 2009",PG-13,Original Screenplay,Comedy,Historical Fiction,Harold Ramis,14,5,23091
Yes Man,97690976,225990976,50000000,"December 19, 2008",PG-13,Based on Book/Short Story,Comedy,Contemporary Fiction,Peyton Reed,43,7,62150
Zoolander,45172250,60780981,28000000,"September 28, 2001",PG-13,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,62,6.4,69296
Zombieland,75590286,98690286,23600000,"October 2, 2009",R,Original Screenplay,Comedy,Fantasy,Ruben Fleischer,89,7.8,81629
Zack and Miri Make a Porno,31452765,36851125,24000000,"October 31, 2008",R,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,65,7,55687
Zoom,11989328,12506188,35000000,"August 11, 2006",PG,Based on Comic/Graphic Novel,Adventure,Super Hero,Peter Hewitt,3,3.4,7424
The Legend of Zorro,45575336,141475336,80000000,"October 28, 2005",PG,Remake,Adventure,Historical Fiction,Martin Campbell,26,5.7,21161
The Mask of Zorro,93828745,233700000,65000000,"July 17, 1998",PG-13,Remake,Adventure,Historical Fiction,Martin Campbell,82,6.7,4789
